text,actual,predicted,confidence,correct
help me check the eta of purchase {{Order Number}},track_order,track_order,1.0,True
how do I speak to an assistant?,contact_human_agent,contact_human_agent,1.0,True
i need help to update my address,change_shipping_address,change_shipping_address,1.0,True
I cannot submit my shipping address,set_up_shipping_address,set_up_shipping_address,1.0,True
locate order {{Order Number}},track_order,track_order,1.0,True
where do I check what damn shipment options are available?,delivery_options,delivery_options,1.0,True
I want assistance to check the bill #85632,check_invoice,check_invoice,1.0,True
I need assistance downloading invoice #00108,get_invoice,get_invoice,1.0,True
clsoe {{Account Category}} account,delete_account,delete_account,1.0,True
help to create a {{Account Category}} account for my fiance,create_account,create_account,1.0,True
is there a section to send feedback about ur products,review,review,1.0,True
I have to use the pro account,switch_account,switch_account,1.0,True
wanna see pjrchase {{Order Number}} damn current status,track_order,track_order,1.0,True
can you help me see the termination charge?,check_cancellation_fee,check_cancellation_fee,1.0,True
see what hours customer service available is,contact_customer_service,contact_customer_service,1.0,True
how do i check what goddamn payment methods are lalowed,check_payment_methods,check_payment_methods,1.0,True
assistance checking what payment methods are accepted,check_payment_methods,check_payment_methods,1.0,True
can you help me cancel purchase {{Order Number}}?,cancel_order,cancel_order,1.0,True
I'm trying to inform of an issue with payments,payment_issue,payment_issue,1.0,True
i do not know how to check my compensation status,track_refund,track_refund,1.0,True
do you have a way to submit some feedback for your services?,review,review,1.0,True
cancelling order {{Order Number}},cancel_order,cancel_order,1.0,True
do you have a toll-free number to reach customer support?,contact_customer_service,contact_customer_service,1.0,True
I'm waiting for a  compensation of {{Currency Symbol}}{{Refund Amount}},track_refund,track_refund,1.0,True
I want help to use the bloody {{Account Category}} profile,switch_account,switch_account,1.0,True
how can i get information about  my pro account deletion,delete_account,delete_account,1.0,True
need help seeing in what cases can i ask ofr reimbursements,check_refund_policy,check_refund_policy,1.0,True
I try to check in what situations can I request a refund,check_refund_policy,check_refund_policy,1.0,True
"I have to see my invoice from {{Person Name}}, help me",check_invoice,check_invoice,1.0,True
i have to download my bills from 7 last weeks i need help,get_invoice,get_invoice,1.0,True
I have problems setting a secondary shipping address up,set_up_shipping_address,set_up_shipping_address,1.0,True
i don know what to do to see the payment modalities,check_payment_methods,check_payment_methods,1.0,True
I need help cancelling order {{Order Number}},cancel_order,cancel_order,1.0,True
how do I check the termination charge?,check_cancellation_fee,check_cancellation_fee,1.0,True
ETA of ordr {{Order Number}},track_order,track_order,1.0,True
wanna check at what time i can reach customer assistance,contact_customer_service,contact_customer_service,1.0,True
how to get bill #85632?,get_invoice,get_invoice,1.0,True
information about the cancellation of my {{Account Category}} account,delete_account,delete_account,1.0,True
wanna use theFreemium account i need help,switch_account,switch_account,1.0,True
how do i check  when will my parcel arrive,delivery_period,delivery_period,1.0,True
can you help me deleting my {{Account Type}} account?,delete_account,delete_account,1.0,True
i need assistance to submit feedback about a service,review,review,1.0,True
I want assistance to remove a pro account,delete_account,delete_account,1.0,True
"I need to check your reimbursement policy, will you help me?",check_refund_policy,check_refund_policy,1.0,True
updating {{Account Type}} account,edit_account,edit_account,1.0,True
I am waiting for a rebate of {{Currency Symbol}}{{Refund Amount}},track_refund,track_refund,1.0,True
i do not know what i nded to do to edit my delivery address,change_shipping_address,change_shipping_address,1.0,True
i need assistance to switch to the {{Account Type}} account,switch_account,switch_account,1.0,True
I need help seeing how soon can I expect my purchase,delivery_period,delivery_period,1.0,True
I need assistance editing the information on my user,edit_account,edit_account,1.0,True
help to leave my goddamn feedback for your company,review,review,1.0,True
canceling order {{Order Number}},cancel_order,cancel_order,1.0,True
supports editing the shipping address,change_shipping_address,change_shipping_address,1.0,True
i have an error trying to change my address,change_shipping_address,change_shipping_address,1.0,True
I have to receive a reimbursement of money,get_refund,get_refund,1.0,True
"I cannot create a user, help to inform of a signup problem",registration_problems,registration_problems,1.0,True
I do not know what to do to send feedback for a product,review,review,1.0,True
assistance to check in which cases can I request a refund,check_refund_policy,check_refund_policy,1.0,True
I want help notifying of a error with a signup,registration_problems,registration_problems,1.0,True
I don't know what I have to do to change to the pro account,switch_account,switch_account,1.0,True
i dont know what i have to do to buy an article,place_order,place_order,1.0,True
i expect a compensation of {{Refund Amount}} dollars,track_refund,track_refund,1.0,True
I am looking for information about the access key retrieval,recover_password,recover_password,1.0,True
where to notify of an error with signup?,registration_problems,registration_problems,1.0,True
need to  locate the bill from {{Person Name}} help me,check_invoice,check_invoice,1.0,True
I want supports editing my address,change_shipping_address,change_shipping_address,1.0,True
how do i check at what time i can call  customer service,contact_customer_service,contact_customer_service,1.0,True
i have a question about creating a {{Account Type}} account,create_account,create_account,1.0,True
change details on platinum account,edit_account,edit_account,1.0,True
need help removing several products from order {{Order Number}},change_order,change_order,1.0,True
help me see the current status of my rebate,track_refund,track_refund,1.0,True
can you help me notifying of troubles with online payment?,payment_issue,payment_issue,1.0,True
can you help me to update order {{Order Number}}?,change_order,change_order,1.0,True
why I cannot set the new shipping address valid up,set_up_shipping_address,set_up_shipping_address,1.0,True
I want assistance to subscribe to your company newsletter,newsletter_subscription,newsletter_subscription,1.0,True
creating new premium account for daughter,create_account,create_account,1.0,True
where can I change to the goddamn {{Account Category}} account?,switch_account,switch_account,1.0,True
i have got to download my invoice #12588 how do i do it,get_invoice,get_invoice,1.0,True
can ya help me checking the cancellation charges,check_cancellation_fee,check_cancellation_fee,1.0,True
I havd problems with a shipping address update,change_shipping_address,change_shipping_address,1.0,True
help me receiving your company newsletter,newsletter_subscription,newsletter_subscription,1.0,True
what do I need to do to see the ETA of purchase {{Order Number}}?,track_order,track_order,1.0,True
assistance to report troubles with payments,payment_issue,payment_issue,1.0,True
reimburse {{Refund Amount}} dollar,get_refund,get_refund,1.0,True
can you help me to lodge a claim against your business?,complaint,complaint,1.0,True
wana swap a damn product of order {{Order Number}} help me,change_order,change_order,1.0,True
could you help me to correct my shipping address?,change_shipping_address,change_shipping_address,1.0,True
I do not know how to open a {{Account Type}} account for my daughter,create_account,create_account,1.0,True
help me checking in what cases can i ask for refunds,check_refund_policy,check_refund_policy,1.0,True
I  need assistance to sign up to the newsletter,newsletter_subscription,newsletter_subscription,1.0,True
I don't know what to do to see what shipment methods I have,delivery_options,delivery_options,1.0,True
can you help me to cancel order {{Order Number}} ?,cancel_order,cancel_order,1.0,True
how to delete an article from order {{Order Number}},change_order,change_order,1.0,True
help me to cancel purchase {{Order Number}},cancel_order,cancel_order,1.0,True
do ya have an e-mail to leave a comment for ur products,review,review,1.0,True
there is a trouble modifying the shipping address,change_shipping_address,change_shipping_address,1.0,True
"I do not want this item, cancel order {{Order Number}}",cancel_order,cancel_order,1.0,True
can i order frlm {{Delivery City}},delivery_options,delivery_options,1.0,True
shipments to {{Delivery City}},delivery_options,delivery_options,1.0,True
how to check at what time i can call customer service,contact_customer_service,contact_customer_service,1.0,True
seebills from {{Person Name}},check_invoice,check_invoice,1.0,True
I don't know how to check the available payment methods,check_payment_methods,check_payment_methods,1.0,True
seeing order {{Order Number}} status,track_order,track_order,1.0,True
where do i check what hours i can call customer service,contact_customer_service,contact_customer_service,1.0,True
show me ur accepted payment methods,check_payment_methods,check_payment_methods,1.0,True
how do i check what delivery methods are available,delivery_options,delivery_options,1.0,True
getting invoices from {{Person Name}},get_invoice,get_invoice,1.0,True
help to report a registration problem,registration_problems,registration_problems,1.0,True
reporting issue creating account,registration_problems,registration_problems,1.0,True
where do i make a complaint,complaint,complaint,1.0,True
need to modify the details on my user profile how to do it,edit_account,edit_account,1.0,True
there are errors setting up a damn delivery address,set_up_shipping_address,set_up_shipping_address,1.0,True
need help seeing when my shipment is gonna arrive,delivery_period,delivery_period,1.0,True
i need assistance giving a quick look at my bill #00108,check_invoice,check_invoice,1.0,True
is there an e-mail to send feedback about ur services,review,review,1.0,True
I try to retrieve my profile access key,recover_password,recover_password,1.0,True
"I want to file a customer reclamation, can I get some help?",complaint,complaint,1.0,True
i need assistance to cancel order {{Order Number}},cancel_order,cancel_order,1.0,True
where can I see when my package is going to arrive?,delivery_period,delivery_period,1.0,True
i want assistance talking to customer service,contact_customer_service,contact_customer_service,1.0,True
"I need to set my shipping address up, how do I do it?",set_up_shipping_address,set_up_shipping_address,1.0,True
need assikstance checking your allowed payment modalities,check_payment_methods,check_payment_methods,1.0,True
need to sign up to the corporate newsletter how can i do it,newsletter_subscription,newsletter_subscription,1.0,True
i have to see the early exit chrge can i get some help,check_cancellation_fee,check_cancellation_fee,1.0,True
how do I use the platinum profile?,switch_account,switch_account,1.0,True
edtiing order {{Order Number}},change_order,change_order,1.0,True
where can i get information about the delivery period,delivery_period,delivery_period,1.0,True
what do I need to do to get my goddamn bill from {{Person Name}}?,get_invoice,get_invoice,1.0,True
create pro accountfor wife,create_account,create_account,1.0,True
help me checking what payment options are allowed,check_payment_methods,check_payment_methods,1.0,True
create pro account for wife,create_account,create_account,1.0,True
updating data on premium account,edit_account,edit_account,1.0,True
I try to know if there is anything new on my compensation,track_refund,track_refund,1.0,True
unsubscribe to company newsletter,newsletter_subscription,newsletter_subscription,1.0,True
supports trying to update my address,change_shipping_address,change_shipping_address,1.0,True
i do not know how i can obtain a restitution of my money,get_refund,get_refund,1.0,True
I cannot edit ym address,change_shipping_address,change_shipping_address,1.0,True
I want help ordering several articlers,place_order,place_order,1.0,True
do you have an e-mail address to contact customer support?,contact_customer_service,contact_customer_service,1.0,True
i habe a problem with my pin retrieval,recover_password,recover_password,1.0,True
want help to file a consumer claim,complaint,complaint,1.0,True
I am trying to submit feedback about a product,review,review,1.0,True
i try to niform of issues with a signup,registration_problems,registration_problems,1.0,True
want help to see the cancellation fees,check_cancellation_fee,check_cancellation_fee,1.0,True
information about a PIN recovery,recover_password,recover_password,1.0,True
i do not know what i need to do to open a {{Account Type}} account,create_account,create_account,1.0,True
I need help seeing purchase {{Order Number}} current status,track_order,track_order,1.0,True
i want information about my password retrieval,recover_password,recover_password,1.0,True
help me informing of an issue with payment,payment_issue,payment_issue,1.0,True
I do not know what I need to do to purchase several items,place_order,place_order,1.0,True
I need assistance seeing the compensation current status,track_refund,track_refund,1.0,True
can you help me to see your accepted payment modalities?,check_payment_methods,check_payment_methods,1.0,True
I have got to subscribe to the company newsletter,newsletter_subscription,newsletter_subscription,1.0,True
I have to report issues with payments,payment_issue,payment_issue,1.0,True
help me to restore the key of my user,recover_password,recover_password,1.0,True
need help editing m address,change_shipping_address,change_shipping_address,1.0,True
"I paid {{Currency Symbol}}{{Refund Amount}} for a product, where can I get a fucking rebate?",get_refund,get_refund,1.0,True
I need to speak to an operator,contact_human_agent,contact_human_agent,1.0,True
can I check how long reimbursements usually take?,check_refund_policy,check_refund_policy,1.0,True
help me check your refund policy,check_refund_policy,check_refund_policy,1.0,True
I need assistance to submit my feedback for your products,review,review,1.0,True
i dont know how to look for  my invoice #85632,check_invoice,check_invoice,1.0,True
I am calling to make a complaint against your company,complaint,complaint,1.0,True
I'm trying to open a {{Account Category}} account,create_account,create_account,1.0,True
open a damn {{Account Type}} account for my father,create_account,create_account,1.0,True
tell me more about correcting the delivery address,change_shipping_address,change_shipping_address,1.0,True
I have got to earn some products,place_order,place_order,1.0,True
"I have got to earn a product, I need help",place_order,place_order,1.0,True
I cannot inform of sign-up issues,registration_problems,registration_problems,1.0,True
I try to retrieve my fucking profile password,recover_password,recover_password,1.0,True
show me how long it takes for the article to arrive,delivery_period,delivery_period,1.0,True
what do I need to do to check the shipment options?,delivery_options,delivery_options,1.0,True
are there early termination penalties,check_cancellation_fee,check_cancellation_fee,1.0,True
want assistance cancelling order {{Order Number}},cancel_order,cancel_order,1.0,True
can I modify order {{Order Number}}?,change_order,change_order,1.0,True
how can I check how soon can I expect my item?,delivery_period,delivery_period,1.0,True
edit standard account,edit_account,edit_account,1.0,True
where to submit a new delivery address?,set_up_shipping_address,set_up_shipping_address,1.0,True
"I would like to make a complaint, I need assistance",complaint,complaint,1.0,True
I am waiting for a reimbursement of {{Refund Amount}} dollras,track_refund,track_refund,1.0,True
i have to find my invoice #12588 how todo it,check_invoice,check_invoice,1.0,True
I'm trying to correct my shipping address,change_shipping_address,change_shipping_address,1.0,True
"my experience with your brand was bad, lodge a reclamation",complaint,complaint,1.0,True
I'm waiting for a ocmpensation of {{Refund Amount}} dollars,track_refund,track_refund,1.0,True
i have a problem entering a secondary shipping address,set_up_shipping_address,set_up_shipping_address,1.0,True
uhave a free number to talk to customer support,contact_customer_service,contact_customer_service,1.0,True
I want to see at what time I can call customer support,contact_customer_service,contact_customer_service,1.0,True
I need to open a {{Account Type}} account,create_account,create_account,1.0,True
need to chnange to the {{Account Type}} account could i get some help,switch_account,switch_account,1.0,True
i do not know what to do to see what shipping methods i have,delivery_options,delivery_options,1.0,True
i dont know how to switch to the platinum account,switch_account,switch_account,1.0,True
when am i gonna get a reimbursement,get_refund,get_refund,1.0,True
help me earning a few of your product,place_order,place_order,1.0,True
need help obtaining  damn rebates of my money,get_refund,get_refund,1.0,True
I want help to close a standard account,delete_account,delete_account,1.0,True
add several articles to order {{Order Number}},change_order,change_order,1.0,True
edit details on {{Account Category}} account,edit_account,edit_account,1.0,True
"I have to leave a comment for your services, help me",review,review,1.0,True
I don't know what to do to speak with cusstomer service,contact_customer_service,contact_customer_service,1.0,True
i do not have a goddamn pro acciunt yet help to create one,create_account,create_account,1.0,True
I need support with my sign-up,registration_problems,registration_problems,1.0,True
wanna see ur available payment metods i need assistance,check_payment_methods,check_payment_methods,1.0,True
i expect a reimbursement of {{Currency Symbol}}{{Refund Amount}},track_refund,track_refund,1.0,True
can i check what hours i can call customer assitsance,contact_customer_service,contact_customer_service,1.0,True
I need assistance to see your money bac guarantee,check_refund_policy,check_refund_policy,1.0,True
how could I see the shipment options?,delivery_options,delivery_options,1.0,True
I need assistance cancelling purchase {{Order Number}},cancel_order,cancel_order,1.0,True
is it possible to report issues with sin-up?,registration_problems,registration_problems,1.0,True
"I want to see how soon can I expect the order, how to do it?",delivery_period,delivery_period,1.0,True
i lost the pass of my user how do i recover it,recover_password,recover_password,1.0,True
help me lodging a customer complaint against your business,complaint,complaint,1.0,True
would it be possible to inform of damn errors with payments?,payment_issue,payment_issue,1.0,True
is it possible to locate invoice #37777,check_invoice,check_invoice,1.0,True
open a freemium account,create_account,create_account,1.0,True
how do I report issues with online payment?,payment_issue,payment_issue,1.0,True
"I want to see the termination fee, help me",check_cancellation_fee,check_cancellation_fee,1.0,True
help me see your accepted payment methods,check_payment_methods,check_payment_methods,1.0,True
"I have to check purchase {{Order Number}} status, I need help",track_order,track_order,1.0,True
I don't know how I can change to the standard account,switch_account,switch_account,1.0,True
I can't subscribe to the newsletter,newsletter_subscription,newsletter_subscription,1.0,True
how can i notify of errors with a sign-up,registration_problems,registration_problems,1.0,True
how can i set up my new shipping address,set_up_shipping_address,set_up_shipping_address,1.0,True
is it possible to notify of sign-up errors?,registration_problems,registration_problems,1.0,True
i need help calling customer service,contact_customer_service,contact_customer_service,1.0,True
can you help me take a quick look at the invoice #00108?,check_invoice,check_invoice,1.0,True
want assistance to get the bills from {{Person Name}},get_invoice,get_invoice,1.0,True
can you help me subscribe to your newsletter?,newsletter_subscription,newsletter_subscription,1.0,True
is it possible to see in what cases can i ask for a refund,check_refund_policy,check_refund_policy,1.0,True
I cannot submit a secondary delivery address,set_up_shipping_address,set_up_shipping_address,1.0,True
where can I see what hours I can reach customer assistance?,contact_customer_service,contact_customer_service,1.0,True
how to list your bloody accepted payment methods?,check_payment_methods,check_payment_methods,1.0,True
assistance to buiy some of your product,place_order,place_order,1.0,True
i have to lodge a complaint against ur business,complaint,complaint,1.0,True
i do not know what i have to do to get my bill #00108,get_invoice,get_invoice,1.0,True
need help acquiring a few of ur product,place_order,place_order,1.0,True
can you show me what hours I can reach customer assistance?,contact_customer_service,contact_customer_service,1.0,True
need help using the gold aaccount,switch_account,switch_account,1.0,True
where can I get information about updating my address?,change_shipping_address,change_shipping_address,1.0,True
how to restore the key of my profile,recover_password,recover_password,1.0,True
how can I contact an agent?,contact_human_agent,contact_human_agent,1.0,True
can I remove an article from order {{Order Number}}?,change_order,change_order,1.0,True
wanna send my feedback for ur services,review,review,1.0,True
what do I have to do to close a premium account?,delete_account,delete_account,1.0,True
I want assistance to swap some items of order {{Order Number}},change_order,change_order,1.0,True
"I do not have a freemium account, help me register",create_account,create_account,1.0,True
can you help me sending my feedback for your services?,review,review,1.0,True
I am trying to file a rreclamation against your business,complaint,complaint,1.0,True
I want assistance cancelling purchase {{Order Number}},cancel_order,cancel_order,1.0,True
can i retrieve my prfile pin code,recover_password,recover_password,1.0,True
problem with cancelling purchase {{Order Number}},cancel_order,cancel_order,1.0,True
"I no longer need the {{Account Type}} account, I want to delete it",delete_account,delete_account,1.0,True
help with deleting some items from my last order,change_order,change_order,1.0,True
can ya help me checking the early termination  penalties,check_cancellation_fee,check_cancellation_fee,1.0,True
I have got to see what shipment options I can choose,delivery_options,delivery_options,1.0,True
i have got to modify the details on my account help me,edit_account,edit_account,1.0,True
I would like to see in which cases can I ask to be refunded,check_refund_policy,check_refund_policy,1.0,True
I need help cancelling purchase {{Order Number}},cancel_order,cancel_order,1.0,True
see at what time I can get in touch with customer support,contact_customer_service,contact_customer_service,1.0,True
what do i have to do to open a {{Account Type}} account,create_account,create_account,1.0,True
want help cancelling purchase {{Order Number}},cancel_order,cancel_order,1.0,True
i need help cancelling puchase {{Order Number}},cancel_order,cancel_order,1.0,True
could you help me update order {{Order Number}}?,change_order,change_order,1.0,True
I need to see the ETA of order {{Order Number}},track_order,track_order,1.0,True
assistance changing to the standard account,switch_account,switch_account,1.0,True
I do not know what to do to change to the {{Account Type}} account,switch_account,switch_account,1.0,True
remove {{Account Category}} accoint,delete_account,delete_account,1.0,True
can you show me the ETA of order {{Order Number}}?,track_order,track_order,1.0,True
can ya help me to see what payment options ya accept,check_payment_methods,check_payment_methods,1.0,True
"I made a mistake, I need to correct order {{Order Number}}",change_order,change_order,1.0,True
I have to report troubles with payment,payment_issue,payment_issue,1.0,True
I don't know how I could leave a comment about your company,review,review,1.0,True
can i order from {{Delivery City}},delivery_options,delivery_options,1.0,True
I do not know what I need to do to report payment problems,payment_issue,payment_issue,1.0,True
changkng to {{Account Type}} account,switch_account,switch_account,1.0,True
I do not know what to do to check the termination penalties,check_cancellation_fee,check_cancellation_fee,1.0,True
i haveto get the invoice from {{Person Name}} how can i do it,get_invoice,get_invoice,1.0,True
can ya help me to see what payment option are allowed,check_payment_methods,check_payment_methods,1.0,True
I have got to make a complaint against your company,complaint,complaint,1.0,True
checking order status,track_order,track_order,1.0,True
unsubscribe from company newsletter,newsletter_subscription,newsletter_subscription,1.0,True
can uhelp me to contact somebody,contact_human_agent,contact_human_agent,1.0,True
"the new delivery address isn't valid, how to do it?",set_up_shipping_address,set_up_shipping_address,1.0,True
I can't see order {{Order Number}} status,track_order,track_order,1.0,True
need assistance purchasing some of ur article,place_order,place_order,1.0,True
I am trying to recover my user profile PIN,recover_password,recover_password,1.0,True
shipnents to {{Delivery Country}},delivery_options,delivery_options,1.0,True
can you help me make a customer claim against your company?,complaint,complaint,1.0,True
I need to speak with a human agent,contact_human_agent,contact_human_agent,1.0,True
how could I see the cancellation fee?,check_cancellation_fee,check_cancellation_fee,1.0,True
where to get a rebate?,get_refund,get_refund,1.0,True
want assistance retrieving the password of my user,recover_password,recover_password,1.0,True
need assistance seeing ur accepted payment modalities,check_payment_methods,check_payment_methods,1.0,True
see your allowed payment options,check_payment_methods,check_payment_methods,1.0,True
cancel {{Account Category}} acount,delete_account,delete_account,1.0,True
see at what time I can reach customer assistance,contact_customer_service,contact_customer_service,1.0,True
I need to lodge a claim against your organization,complaint,complaint,1.0,True
need to write a comment about ur serfices how could i do it,review,review,1.0,True
I want assistance editing purchase {{Order Number}},change_order,change_order,1.0,True
see the available payment options,check_payment_methods,check_payment_methods,1.0,True
need to give a quick look at my invoice #85632,check_invoice,check_invoice,1.0,True
help solving a trouble with online payment,payment_issue,payment_issue,1.0,True
reimbursing {{Currency Symbol}}{{Refund Amount}},get_refund,get_refund,1.0,True
i have to check what methods for delivery i have,delivery_options,delivery_options,1.0,True
need help to unsubscribe from your corporate newsletter,newsletter_subscription,newsletter_subscription,1.0,True
update info on {{Account Type}} account,edit_account,edit_account,1.0,True
help me add some articles to purchase {{Order Number}},change_order,change_order,1.0,True
I want support chanigng my delivery address,change_shipping_address,change_shipping_address,1.0,True
how do I report troubles with payments?,payment_issue,payment_issue,1.0,True
I do not know what I have to do to cancel a {{Account Category}} account,delete_account,delete_account,1.0,True
I'm extremely unhapp with ur services help to make a claim,complaint,complaint,1.0,True
get ibll #12588,get_invoice,get_invoice,1.0,True
"I have to receive the newsletter, help me",newsletter_subscription,newsletter_subscription,1.0,True
I don't know how to check the goddamn shipment methods,delivery_options,delivery_options,1.0,True
could I contact an operator?,contact_human_agent,contact_human_agent,1.0,True
can you help me canceling purchase {{Order Number}}?,cancel_order,cancel_order,1.0,True
could you help me to submit the secondary delivery address?,set_up_shipping_address,set_up_shipping_address,1.0,True
i dont know what i have to do to see the rebate status,track_refund,track_refund,1.0,True
I try to see th accepted payment options,check_payment_methods,check_payment_methods,1.0,True
change to {{Account Category}} account,switch_account,switch_account,1.0,True
I don't know what I need to do to shop some of your article,place_order,place_order,1.0,True
how do I check what hours I can ocntact customer service?,contact_customer_service,contact_customer_service,1.0,True
I need help with canceling purchase {{Order Number}},cancel_order,cancel_order,1.0,True
i do not know how to send my feedback about a product,review,review,1.0,True
I call to lodge a customer complaint against your company,complaint,complaint,1.0,True
what do I have to do to recover my user PIN?,recover_password,recover_password,1.0,True
can ya help me checking what methds for delivery ya offer,delivery_options,delivery_options,1.0,True
is it possible to remove the standardaccount?,delete_account,delete_account,1.0,True
how could I open a standard account?,create_account,create_account,1.0,True
is it possible to subscribe to your corporate newsletter?,newsletter_subscription,newsletter_subscription,1.0,True
give me information about the deletion of a {{Account Type}} account,delete_account,delete_account,1.0,True
I want help seeing your reimbursement policy,check_refund_policy,check_refund_policy,1.0,True
using gold account,switch_account,switch_account,1.0,True
editing details on {{Account Category}} account,edit_account,edit_account,1.0,True
how do i unsubscribe fromur corporate newsletter,newsletter_subscription,newsletter_subscription,1.0,True
I do not know how I could chat with an agent,contact_human_agent,contact_human_agent,1.0,True
see order {{Order Number}} stats,track_order,track_order,1.0,True
assistance submitting feedback for ur services,review,review,1.0,True
can you show me what shipping options I have?,delivery_options,delivery_options,1.0,True
I have a error changing the delivery address,change_shipping_address,change_shipping_address,1.0,True
"I am looking for the shipping periods, how can I find them ?",delivery_period,delivery_period,1.0,True
where can I get information about a {{Account Type}} account deletion?,delete_account,delete_account,1.0,True
is it possible to take a quick look at the invoice #85632?,check_invoice,check_invoice,1.0,True
can I see what hours I can reach customer assistance ?,contact_customer_service,contact_customer_service,1.0,True
I try to chat with an operator,contact_human_agent,contact_human_agent,1.0,True
I do not know how to see what shipment methods I can choose,delivery_options,delivery_options,1.0,True
help to check the ETA of purchase {{Order Number}},track_order,track_order,1.0,True
i need help to see how soon can i expect the parcel,delivery_period,delivery_period,1.0,True
I don't know what I have to do to notify of a payment error,payment_issue,payment_issue,1.0,True
wanna check the iwthdrawal penalty,check_cancellation_fee,check_cancellation_fee,1.0,True
how to reset the apssword of my account,recover_password,recover_password,1.0,True
i want assistance checking what paytment methods ya accept,check_payment_methods,check_payment_methods,1.0,True
I am calling to check when my purchase is going to arrive,delivery_period,delivery_period,1.0,True
what do i need to do to delete the {{Account Type}} account,delete_account,delete_account,1.0,True
I want help receiving the corporate newsletter,newsletter_subscription,newsletter_subscription,1.0,True
I am waiting for an bloody restitution of {{Refund Amount}} dollars,track_refund,track_refund,1.0,True
can I see how soon can I expect my shipment?,delivery_period,delivery_period,1.0,True
I need to see how long it takes for my item to arrive,delivery_period,delivery_period,1.0,True
wherecan I check the termination charge?,check_cancellation_fee,check_cancellation_fee,1.0,True
how do I check at what time I can call customer support?,contact_customer_service,contact_customer_service,1.0,True
problem with adding some articles to order {{Order Number}},change_order,change_order,1.0,True
want assistance reporting a sign-up issue,registration_problems,registration_problems,1.0,True
need to get the bill from {{Person Name}} can uhelp m,get_invoice,get_invoice,1.0,True
could I make a goddamn reclamation?,complaint,complaint,1.0,True
want help checking your available payment methods,check_payment_methods,check_payment_methods,1.0,True
can ya help me list the available payment modalities,check_payment_methods,check_payment_methods,1.0,True
how do I update my personal information?,edit_account,edit_account,1.0,True
i have got to create a platinum account how can i do it,create_account,create_account,1.0,True
i have a problem with creating a freemium account,create_account,create_account,1.0,True
"I would like to contact customer support, could you help me?",contact_customer_service,contact_customer_service,1.0,True
I would like to request a refund,get_refund,get_refund,1.0,True
I want help to set my new delivery address up,set_up_shipping_address,set_up_shipping_address,1.0,True
I do not know how to check how soon can I expect the parcel,delivery_period,delivery_period,1.0,True
I want help listing the accepted payment options,check_payment_methods,check_payment_methods,1.0,True
checking order {{Order Number}} status,track_order,track_order,1.0,True
I don't know what I have to do to get the invoice #85632,get_invoice,get_invoice,1.0,True
can I use the {{Account Category}} profile?,switch_account,switch_account,1.0,True
how to see order {{Order Number}} fucking current status?,track_order,track_order,1.0,True
can you help me notify of registration problems?,registration_problems,registration_problems,1.0,True
i dont know how i can switch to the freemium account,switch_account,switch_account,1.0,True
assistance to check the termination fee,check_cancellation_fee,check_cancellation_fee,1.0,True
help me use the freemium profile,switch_account,switch_account,1.0,True
I need assistance locating order {{Order Number}},track_order,track_order,1.0,True
get invoice #37777,get_invoice,get_invoice,1.0,True
help talking  with a live agent,contact_human_agent,contact_human_agent,1.0,True
"I want to check the payment modalities, I need  help",check_payment_methods,check_payment_methods,1.0,True
problem with {{Account Type}} acconut removals,delete_account,delete_account,1.0,True
i have paid {{Currency Symbol}}{{Refund Amount}} for na article i need to get a rebate,get_refund,get_refund,1.0,True
can you show me the rebate current status?,track_refund,track_refund,1.0,True
want help subscribing to ur companynewsletter,newsletter_subscription,newsletter_subscription,1.0,True
"I purchased some items, I want to cancel order {{Order Number}}",cancel_order,cancel_order,1.0,True
how do I add some articles to purchase {{Order Number}}?,change_order,change_order,1.0,True
i want help making a claim against u company,complaint,complaint,1.0,True
help me check your available payment methods,check_payment_methods,check_payment_methods,1.0,True
is there a e-mail to send some feedback for ur company,review,review,1.0,True
I do not know what to do to get invoice #00108,get_invoice,get_invoice,1.0,True
editing information on {{Account Type}} account,edit_account,edit_account,1.0,True
I want information about updating order {{Order Number}},change_order,change_order,1.0,True
i have got to lodge a reclamaion i need help,complaint,complaint,1.0,True
I have to speak with customer support,contact_customer_service,contact_customer_service,1.0,True
i dont know what to do to remove the {{Account Type}} account,delete_account,delete_account,1.0,True
is there a section to leave feedback about a service?,review,review,1.0,True
is it possible to list your payment options?,check_payment_methods,check_payment_methods,1.0,True
help me to retrieve the pwd of my account,recover_password,recover_password,1.0,True
want supports trying to modify the delivery address,change_shipping_address,change_shipping_address,1.0,True
is it possible to order from {{Delivery Country}}?,delivery_options,delivery_options,1.0,True
I can't find the  termination charge,check_cancellation_fee,check_cancellation_fee,1.0,True
where could I inform of issues with a signup?,registration_problems,registration_problems,1.0,True
I do not know what I need to do to remove a pro account,delete_account,delete_account,1.0,True
I am calling to make an customer claim against your company,complaint,complaint,1.0,True
"I need to check the cancellation penalties, help me",check_cancellation_fee,check_cancellation_fee,1.0,True
cani file a customer claim,complaint,complaint,1.0,True
I have problems with canceling purchase {{Order Number}},cancel_order,cancel_order,1.0,True
i need help canceling order {{Order Number}},cancel_order,cancel_order,1.0,True
assistance signing up to your company newxletter,newsletter_subscription,newsletter_subscription,1.0,True
I want assistance to submit a delivery address,set_up_shipping_address,set_up_shipping_address,1.0,True
i have a problem entering the new delivery address,set_up_shipping_address,set_up_shipping_address,1.0,True
