text,actual,predicted,confidence
I need to lodge a goddamn conplaint against your business,complaint,complaint,0.9907570380656127
help me lodge a customer claim against your business,complaint,complaint,0.9963293937224397
help me checking the status of purchase {{Order Number}},track_order,track_order,0.9968977272273061
is it possible to acquire several of ur article,place_order,place_order,0.9933769076989533
I want assistance to write a review for your company,review,review,0.9946361300895356
i do not know how to enter a delivery address,set_up_shipping_address,set_up_shipping_address,0.9953219904368135
can you show me what shipping options are there?,delivery_options,delivery_options,0.9939852054380588
i want assistance to find the bikll #00108,check_invoice,check_invoice,0.9931449737455121
i have got to send some fedback about ur products,review,review,0.9933777751474602
help to earn several of your item,place_order,place_order,0.9952369898737358
I want to inform of problems with sign-up,registration_problems,registration_problems,0.9945767951117378
i do not know how to download the bills from {{Person Name}},get_invoice,get_invoice,0.9948949277531712
could i list ur accepted payment options,check_payment_methods,check_payment_methods,0.996016023302334
can I open a pro account for my daughter?,create_account,create_account,0.9964632937738633
want help to make a complaint against your business,complaint,complaint,0.9944717995421674
"I can't register, how could I report signup problems?",registration_problems,registration_problems,0.9935680069461047
cdan uhelp me using the platinum account,switch_account,switch_account,0.9939392129116532
help me check in which cases can I ask to be reimbursed,check_refund_policy,check_refund_policy,0.995176635877097
subscription to ur company newsletter,newsletter_subscription,newsletter_subscription,0.9971111381610811
can I see if there is anything new on the refund?,track_refund,track_refund,0.9948428574498983
I try to speak to an assistant,contact_human_agent,contact_human_agent,0.9940653980652517
need assistance submitting some feedback for ur products,review,review,0.9934324924388656
have a problem with a standard account cancellation,delete_account,delete_account,0.99116652168297
i try tosee under what circumstances can i ask for refunds,check_refund_policy,check_refund_policy,0.9940601031905517
help to make a consumer complaint against your business,complaint,complaint,0.9957639552364305
I want assistance to leave feedback about a product,review,review,0.9962879070961762
want help ot write a review for a service,review,review,0.9941939944552876
i need assistance to see how soon can i expect the order,delivery_period,delivery_period,0.9928066658742064
i need assistance to chat with somebody,contact_human_agent,contact_human_agent,0.9926311495910077
i want assistance reporting a problem with sign-up,registration_problems,registration_problems,0.9942704665202506
i try to leave my feedback,review,review,0.9962116846432812
I don't know how I can see the cancellation fee,check_cancellation_fee,check_cancellation_fee,0.9888804829695519
problem updating delivery address,change_shipping_address,change_shipping_address,0.9934931447517988
I cannot talk to an operator,contact_human_agent,contact_human_agent,0.9937791162484425
correct information on standardaccount,edit_account,edit_account,0.9941927405790171
I ned assistance to get my invoice #12588,get_invoice,get_invoice,0.9944453465382792
I want help cancelling purchase {{Order Number}},cancel_order,cancel_order,0.9952650103635913
I don't know how to inform of sign-up errrors,registration_problems,registration_problems,0.994152064177228
update {{Account Type}} account,edit_account,edit_account,0.9897661163069967
see cancellation charge,check_cancellation_fee,check_cancellation_fee,0.9841455284152131
would it be possible to open a {{Account Type}} account for my daughter?,create_account,create_account,0.9941911571098712
I can no longer pay for purchase {{Order Number}},cancel_order,cancel_order,0.9940990232661759
"I am unhappy with your work, how to make a customer claim?",complaint,complaint,0.9950120657550897
I have an error updating my address,change_shipping_address,change_shipping_address,0.9955231472399925
were can i submit some feedback for a product,review,review,0.9950998785445534
could you help me to request a restitution of my money?,get_refund,get_refund,0.995082203127048
need assistance leaving some feedback about your products,review,review,0.9943387530503939
I want help cancellkng purchase {{Order Number}},cancel_order,cancel_order,0.9921597911351837
checkbill #00108,check_invoice,check_invoice,0.9844076279241584
can you help me listing your available payment methods?,check_payment_methods,check_payment_methods,0.9944890946138617
I need to contact someone,contact_human_agent,contact_human_agent,0.9935420210492648
how can I see the allowed payment methods?,check_payment_methods,check_payment_methods,0.9967454619201508
i dnt use my {{Account Category}} account want help to delete it,delete_account,delete_account,0.995029932558229
i expect an rebate of {{Currency Symbol}}{{Refund Amount}},track_refund,track_refund,0.9946508340156375
i want help to recver my user account pwd,recover_password,recover_password,0.9924918369315453
where can i get information about an {{Account Type}} account deletion,delete_account,delete_account,0.9916697213991986
"I want to check my rebate current status, could you help me?",track_refund,track_refund,0.9900756521429077
i have got to update the info included on my user profile,edit_account,edit_account,0.9946821800884017
modify details on standard account,edit_account,edit_account,0.9962717287060735
is it possible to chec my bill #37777,check_invoice,check_invoice,0.9789990387681514
seeing bill from {{Person Name}},check_invoice,check_invoice,0.9887337683832268
change data on {{Account Type}} account,edit_account,edit_account,0.9955876569051041
have problems with canceling purchase {{Order Number}},cancel_order,cancel_order,0.9947553868273458
I'm trying to check how long reimbursements take,check_refund_policy,check_refund_policy,0.9943698628626567
I'm trying to enter an shipping address,set_up_shipping_address,set_up_shipping_address,0.993563608674593
can i swap a product of purchase {{Order Number}},change_order,change_order,0.9948391712033514
find information about the delivery period,delivery_period,delivery_period,0.9925547023062188
review,review,review,0.9938320764047223
I'm trying to see my refund current status,track_refund,track_refund,0.9929660456337155
"I want to enter the delivery address, how to do it?",set_up_shipping_address,set_up_shipping_address,0.9935644301006518
need help tyo obtain fucking compensations,get_refund,get_refund,0.9924962269147971
"I can't open a profile, I want to report signup problems",registration_problems,registration_problems,0.991907071132888
check in what cases can I request to be reimbursed,check_refund_policy,check_refund_policy,0.995454219872198
I cannot reset the key of my account,recover_password,recover_password,0.9957393205517243
wanna look for my bill #85632 could i get some help,check_invoice,check_invoice,0.9817828842799777
give me information about a delivery address modification,change_shipping_address,change_shipping_address,0.9953919651542872
help me see in what cases can I request a reimbursement,check_refund_policy,check_refund_policy,0.995542934741923
editing information on standard account,edit_account,edit_account,0.9959868039795247
help me informing of sign-up issues,registration_problems,registration_problems,0.9949952024210686
in which situations can I request the damn refunds?,check_refund_policy,check_refund_policy,0.9942629232489568
i lost the invoices from {{Person Name}} can ufind them for me,check_invoice,check_invoice,0.9912963895965813
i need assistance to get my invoices  from {{Person Name}},get_invoice,get_invoice,0.9946929743603414
how do i obtain a rebate of money,get_refund,get_refund,0.9953952322272878
help checking your accepted payment options,check_payment_methods,check_payment_methods,0.996302918693979
help reporting troubles with payments,payment_issue,payment_issue,0.9961207167247874
assistance to speak to a live agent,contact_human_agent,contact_human_agent,0.9948472879442763
what do I have to do to cancel a premium account?,delete_account,delete_account,0.9937938421532317
I call to check the shipment options,delivery_options,delivery_options,0.995235458023814
I need assistance seeing the early termination penalties,check_cancellation_fee,check_cancellation_fee,0.9945784579317536
how can I check how soon can I expect the article?,delivery_period,delivery_period,0.9948441983751263
can ya help me set up a shipping address,set_up_shipping_address,set_up_shipping_address,0.9954643147036452
where do I inform of problems with registrations?,registration_problems,registration_problems,0.9947826387806161
I need assistance retsoring the fucking key of my user,recover_password,recover_password,0.9875558105588461
i do not know what to do to check the shipping options,delivery_options,delivery_options,0.9937332988966752
opening {{Account Type}} account for wife,create_account,create_account,0.9956466402792472
will you tell me what hours I can call customer service ?,contact_customer_service,contact_customer_service,0.9944205581586095
"I have got to see how long refunds take, I need help",check_refund_policy,check_refund_policy,0.9923926867665297
can you help me to list your accepted payment modalities?,check_payment_methods,check_payment_methods,0.99591084924506
"I paid {{Currency Symbol}}{{Refund Amount}} for this order, help me to get a rebate",get_refund,get_refund,0.9961791990401809
I have to cancel order {{Order Number}},cancel_order,cancel_order,0.9963701976691736
how can I get information about my {{Account Category}} account removal?,delete_account,delete_account,0.9933830554256415
I don't know what I have to do to cancel my {{Account Type}} account,delete_account,delete_account,0.9938206180788751
I want help to set up my delivery address,set_up_shipping_address,set_up_shipping_address,0.9969207432712968
i dont know what i need to do to call customer assistance,contact_customer_service,contact_customer_service,0.9906439725584151
I want to know more about editng my address,change_shipping_address,change_shipping_address,0.995603380065836
I am trying to cancel my subscription to your newsletter,newsletter_subscription,newsletter_subscription,0.9957241648019708
I want help to use the standard account,switch_account,switch_account,0.9934603114384738
"I lost the PIN of my profile, I want help restoring it",recover_password,recover_password,0.9945562409066517
help me notifying of an error with a sign-up,registration_problems,registration_problems,0.9938294265248837
where to list your allowed payment options?,check_payment_methods,check_payment_methods,0.9966344343455513
can I open a {{Account Type}} account for my daughter?,create_account,create_account,0.9966563666751388
seebill from {{Person Name}},check_invoice,check_invoice,0.9896330468372415
how to use the premium profile,switch_account,switch_account,0.9959667303443319
I don't know how to check the early termination charge,check_cancellation_fee,check_cancellation_fee,0.9947527312112245
need help giving a quick look at my invouce from {{Person Name}},check_invoice,check_invoice,0.9948952314232352
i cant swap an item of order {{Order Number}},change_order,change_order,0.9932604504675105
I need help to receive restitutions of money,get_refund,get_refund,0.996044315481519
what do I have to do to see the early exit charge?,check_cancellation_fee,check_cancellation_fee,0.9922955707161157
i want help talking with an agent,contact_human_agent,contact_human_agent,0.9939118866590714
I am trying to check what shipping methods are there,delivery_options,delivery_options,0.9943690282218828
i have a question about opening a premium account,create_account,create_account,0.9940162733702174
want help asking for reimbursements,get_refund,get_refund,0.9867861616743422
where can i find information about a {{Account Type}} account deletion,delete_account,delete_account,0.9920454319727833
there are issues setting up the delivery address,set_up_shipping_address,set_up_shipping_address,0.9952190754361588
how do I switch to the {{Account Category}} account?,switch_account,switch_account,0.9958206414618891
is it possible to order a few of your product?,place_order,place_order,0.9927523472900898
new freemium account for wife,create_account,create_account,0.9922848199022501
canuhelp me to get the bills from {{Person Name}},get_invoice,get_invoice,0.9955337339845381
"I have entered a wrong delivery address, help me changing it",change_shipping_address,change_shipping_address,0.9960185099892831
where can I receive the corporate newsletter?,newsletter_subscription,newsletter_subscription,0.9965263679158399
I want assistance to inform of an issue with a signup,registration_problems,registration_problems,0.995086691934874
where could I inform of issues with payment?,payment_issue,payment_issue,0.9955784084021418
i have to inform of problems with signup can i get some help,registration_problems,registration_problems,0.9908818462902297
need assistance to see your accepted payment options,check_payment_methods,check_payment_methods,0.99634893549204
"I want to check your reimbursement policy, help me",check_refund_policy,check_refund_policy,0.9949157031791006
I don't know how I can request a rebate,get_refund,get_refund,0.9912049750395991
I have to inform of an issje with a sign-up,registration_problems,registration_problems,0.9942424413958911
"I have got to see the shipment options, I need help",delivery_options,delivery_options,0.9926373685524852
I don't knoq how I can inform of an issue with payment,payment_issue,payment_issue,0.9941145036130075
I want help creating a pro account,create_account,create_account,0.9929092505898515
editing details on freemium account,edit_account,edit_account,0.9966529161108415
I can no longer pay for purchase {{Order Number}},cancel_order,cancel_order,0.9940990232661759
assistance to make a caim against ur business,complaint,complaint,0.9902260023185362
cnange info on {{Account Type}} account,edit_account,edit_account,0.993016524735035
can I leave some feedback about a product?,review,review,0.9953006397992512
i dont know how to request a refund,get_refund,get_refund,0.9922800806853381
I'm trying to list the available payment modalities,check_payment_methods,check_payment_methods,0.9956536122909684
help to call customer support,contact_customer_service,contact_customer_service,0.9965424969935922
consumer reclamation,complaint,complaint,0.9949518499464642
could you help me shop a few of your article?,place_order,place_order,0.9929551690523026
"I need to unsubscribe from the newsletter, can yyou help me?",newsletter_subscription,newsletter_subscription,0.9944755513575351
I need assistance retrieving the access key of my account,recover_password,recover_password,0.9961770985822079
need help cancelling order {{Order Number}},cancel_order,cancel_order,0.9955557160323112
want help opening a pro account for my daughter,create_account,create_account,0.9958938927537089
I try to change the address,change_shipping_address,change_shipping_address,0.9946260078746302
I do not know how I can cancel order {{Order Number}},cancel_order,cancel_order,0.9934028525054438
I need help seeing the cancellation fee,check_cancellation_fee,check_cancellation_fee,0.9932700015919598
how can i know if there is anything wrong with my refund,track_refund,track_refund,0.993291720778929
how do I sign up to the newsletter?,newsletter_subscription,newsletter_subscription,0.9949541872468225
edit data on platinum account,edit_account,edit_account,0.9960258995499798
I want to know more about a delivery address change,change_shipping_address,change_shipping_address,0.9963164883500587
I'd like to modify the details on my user how can i do it,edit_account,edit_account,0.9918114497900263
troubles setting up a delivery address,set_up_shipping_address,set_up_shipping_address,0.995324956145779
"I do not want my last bloody item, cancel order {{Order Number}}",cancel_order,cancel_order,0.9914168616490971
I want assistance talking with customer service,contact_customer_service,contact_customer_service,0.9952621317869315
I have troubles modifying the fucking shipping address,change_shipping_address,change_shipping_address,0.9928528345975072
how could I write a review?,review,review,0.9919213983741662
i want assistance seting my new delivery address up,set_up_shipping_address,set_up_shipping_address,0.991066766512953
help to remove several articles from purchase {{Order Number}},change_order,change_order,0.9946062217065116
how to submit another shipping address,set_up_shipping_address,set_up_shipping_address,0.9965644001596058
where do i check what hours i can call customer assistance,contact_customer_service,contact_customer_service,0.9944596758027334
I need help reporting a problem with payment,payment_issue,payment_issue,0.995167866968098
how do i use the {{Account Category}} profile,switch_account,switch_account,0.9957131580033468
assistance to check the eta of the purchase {{Order Number}},track_order,track_order,0.9964512734777654
I want assistance to check the methods for delivery,delivery_options,delivery_options,0.9945207212590885
I don't know what I need to do to chat with a person,contact_human_agent,contact_human_agent,0.9912840651179563
where could I see how soon can I expect the product ?,delivery_period,delivery_period,0.9939011172102338
I have got to download my goddamn invoice from {{Person Name}},get_invoice,get_invoice,0.9932214031472225
is it possible to list ur accepted payment modalities,check_payment_methods,check_payment_methods,0.9952266271307287
help me reset my PIN,recover_password,recover_password,0.9942310406110112
can uhelp me canceling my subscription to ur newsletter,newsletter_subscription,newsletter_subscription,0.9953079920227216
I cannot check the ETA of the order {{Order Number}},track_order,track_order,0.9959802429584365
could I check if there is anything new on the compensation?,track_refund,track_refund,0.9944165180112078
where can I see how soon can I expect my item?,delivery_period,delivery_period,0.9953846696013152
i want help speaking to someone,contact_human_agent,contact_human_agent,0.9913342422956329
i want assistance to track order {{Order Number}},track_order,track_order,0.9939009975506953
cancelling {{Account Category}} account,delete_account,delete_account,0.99294246644244
can I download my invoice from {{Person Name}}?,get_invoice,get_invoice,0.9953851859355632
I have to acquire a product,place_order,place_order,0.9939545207674261
can you help me checking when will my parcel arrive?,delivery_period,delivery_period,0.9917350141412372
"I would like to create a pro account, how do I do it?",create_account,create_account,0.9895336283959124
checking bill from {{Person Name}},check_invoice,check_invoice,0.9926329428904491
help to speak with a human agent,contact_human_agent,contact_human_agent,0.9952489318544201
"someone stole my PIN, I want assistance to restore it",recover_password,recover_password,0.992128290941151
I don't know what to do to speak with customer assistance,contact_customer_service,contact_customer_service,0.9933371102077547
show status of refund,track_refund,track_refund,0.9902727670167858
how do I inform of an issue with a signup?,registration_problems,registration_problems,0.9949991106883974
I need to notify of problems with payments,payment_issue,payment_issue,0.9962301488681469
i dont know what to do to obtain rebates of money,get_refund,get_refund,0.9952592412989075
I want help checking when will my article arrive,delivery_period,delivery_period,0.9928701459593522
how can I get in touch with customer support?,contact_customer_service,contact_customer_service,0.9938130960031266
refunding {{Refund Amount}}  dollars,get_refund,get_refund,0.9945733057321228
I need assistance with canceling purchase {{Order Number}},cancel_order,cancel_order,0.9947488649264459
help to leave feedback for a product,review,review,0.9971506380078917
need to give a quick look at the invoice #85632,check_invoice,check_invoice,0.9951231655083818
I want help to change the delivery address,change_shipping_address,change_shipping_address,0.9949604901775219
I am calling to check what methods for delivery are there,delivery_options,delivery_options,0.9952431081597689
where to notify of problems with an sign-up,registration_problems,registration_problems,0.9944782078355022
"I cannot make a transfer, notify of payment issues",payment_issue,payment_issue,0.9942956154090673
can you help me see the damn withdrawal charge?,check_cancellation_fee,check_cancellation_fee,0.9922615239967367
need to see what hours i can reach customer support,contact_customer_service,contact_customer_service,0.9951162436966144
can I use the freemium profile?,switch_account,switch_account,0.9949991705701638
I don't know what I have to do to do a pucrhase,place_order,place_order,0.9652954134569547
help me check in which cases can i ask for reimbursements,check_refund_policy,check_refund_policy,0.9957043063685402
"I can't afford purchase {{Order Number}}, I need help canceling it",cancel_order,cancel_order,0.9956803442565453
want assistance notifying of an error with payments,payment_issue,payment_issue,0.9951743211461638
"I want to see the cancellation charges, how do I do it?",check_cancellation_fee,check_cancellation_fee,0.991722535800446
"I expect a bloody rebate of {{Currency Symbol}}{{Refund Amount}}, was it processed already",track_refund,track_refund,0.9927027718458395
"I bought some articles, help me to cancel order {{Order Number}}",cancel_order,cancel_order,0.996050620633024
could you help me to speak to customer support?,contact_customer_service,contact_customer_service,0.9951757868954195
i need assistance checking the payment modalities,check_payment_methods,check_payment_methods,0.9927493816626075
can you help me check your goddamn reimbursement policy?,check_refund_policy,check_refund_policy,0.9906353515703109
can you tell me more about updating my delivery address?,change_shipping_address,change_shipping_address,0.9968563856530959
assistance notifying of an issue with payments,payment_issue,payment_issue,0.9946451182293575
is it possible to get rebates of my money,get_refund,get_refund,0.9948121700429091
I don't know how I can see the available payment modalities,check_payment_methods,check_payment_methods,0.9946486270286888
can you help me checking when will my purchase arrive?,delivery_period,delivery_period,0.9917958111298502
i have got to file a claim against ur business,complaint,complaint,0.9922032677522226
can I order from {{Delivery Country}}?,delivery_options,delivery_options,0.9953660386473171
I do not knoe how I can see when will my package arrive,delivery_period,delivery_period,0.992412665330091
I have errors editing the shipping address,change_shipping_address,change_shipping_address,0.9959433933972025
need to check what methods for delivery i can choose help me,delivery_options,delivery_options,0.994395017703455
i expect a reimbursxement of {{Currency Symbol}}{{Refund Amount}},track_refund,track_refund,0.9955492384265864
assistance to see thd early termination fee,check_cancellation_fee,check_cancellation_fee,0.9954239543621618
i have to rewet my fucking user pin i need assistance,recover_password,recover_password,0.9483302434742314
i want help  to close the {{Account Category}} account,delete_account,delete_account,0.9941071884504993
what do i have to do to locate purchase {{Order Number}},track_order,track_order,0.9932978726035135
i aint registered yet assistance creating a {{Account Type}} account,create_account,create_account,0.9959386550369903
what do i need to do to find my bill #37777,check_invoice,check_invoice,0.9928965492341364
i want assistance to inform of problems with sign-up,registration_problems,registration_problems,0.9943821192259343
assistance reporting a registration error,registration_problems,registration_problems,0.9956831627770503
contact live agent,contact_human_agent,contact_human_agent,0.994259208138966
i do not know what to do to download the invoice #85632,get_invoice,get_invoice,0.9937272634509254
can I add several articles to order {{Order Number}}?,change_order,change_order,0.9942191343247283
I can no longer pay for order {{Order Number}},cancel_order,cancel_order,0.992863411583517
help to leave damn feedback for ru products,review,review,0.9955686021646001
I have a problem trying to edit my shipping address,change_shipping_address,change_shipping_address,0.9960255056894134
edit details oon {{Account Type}} account,edit_account,edit_account,0.9956429799097862
i dont know how to see ur available payment modalities,check_payment_methods,check_payment_methods,0.9949621537661475
i expect a reimbursement of {{Currency Symbol}}{{Refund Amount}},track_refund,track_refund,0.9951840215075586
would it be possible to check the early termination charge?,check_cancellation_fee,check_cancellation_fee,0.9922631170326062
issues updating shipping address,change_shipping_address,change_shipping_address,0.990746393749019
can i use the freemium rpofile,switch_account,switch_account,0.9946063462766489
how can I sign up to the newsletter?,newsletter_subscription,newsletter_subscription,0.9952760662454918
why I can't set up a secondary delivery address valid,set_up_shipping_address,set_up_shipping_address,0.9964919606228594
I need help with opening my {{Account Category}} account,create_account,create_account,0.9950607779138342
need help to see in what cases can I request my money back,check_refund_policy,check_refund_policy,0.9949599580448547
i have got to create a {{Account Type}} account for my dad,create_account,create_account,0.9964456366049342
help me to open a premium account for my daughter,create_account,create_account,0.9967826319337062
check under which circumstances can I request my money back,check_refund_policy,check_refund_policy,0.9946828351068024
get bill fromMr. Jones,get_invoice,get_invoice,0.9923742137843526
refund {{Refund Amount}} dollars,get_refund,get_refund,0.9938530458455733
"I need to see the methods for shipping, how to do it?",delivery_options,delivery_options,0.9944693807869434
"I want to see your payment methods, how to do it?",check_payment_methods,check_payment_methods,0.9943396630338789
I would like to list the payment modalities,check_payment_methods,check_payment_methods,0.9935996556065941
can i call customer assistance,contact_customer_service,contact_customer_service,0.9955647597654448
can uhelp me seeing the withdrawal charge,check_cancellation_fee,check_cancellation_fee,0.993750757742442
I do not know what to do to inform of a sign-up issue,registration_problems,registration_problems,0.9936230788282702
need assistance downloading the invoice from {{Person Name}},get_invoice,get_invoice,0.9952117740638032
I need help to check your allowed payment options,check_payment_methods,check_payment_methods,0.996073724398235
editting details on {{Account Category}} account,edit_account,edit_account,0.9950866510873108
wanna find the bills from {{Person Name}} could i get somw help,check_invoice,check_invoice,0.9440118181404548
wanna submit some feedback for a service how can i do it,review,review,0.9924290288421647
i have got to get in touch with customerservice,contact_customer_service,contact_customer_service,0.9917783496974378
i wanmt help trying to change my shipping address,change_shipping_address,change_shipping_address,0.9965094354693956
tell me more about opening gold accounts,create_account,create_account,0.9947308862304397
I need help with cancelling purchase {{Order Number}},cancel_order,cancel_order,0.9948233863470403
uare not being helpful help me speak to an operator,contact_human_agent,contact_human_agent,0.9930277872863235
how to swap some articles of order {{Order Number}}?,change_order,change_order,0.9944787563464249
can i check theearly exit penalty,check_cancellation_fee,check_cancellation_fee,0.994027805521544
i expect a compensqtion of {{Refund Amount}} dollars,track_refund,track_refund,0.9958793962573035
adsistance earning several of your product,place_order,place_order,0.9952542442625152
"the address changed, can you help me change it?",change_shipping_address,change_shipping_address,0.9918921361464642
need assistance reporting errors with a registration,registration_problems,registration_problems,0.9944230009371103
updating details on pro account,edit_account,edit_account,0.9969174702844376
i do not know how i could report signup issues,registration_problems,registration_problems,0.9902145825408629
do you shp to {{Delivery City}}?,delivery_options,delivery_options,0.9949659366284876
where can i find information about my gold account deletion,delete_account,delete_account,0.9946702770396962
need to create an {{Account Type}} account,create_account,create_account,0.9963398235454096
i want assistance to inform of problwms with payment,payment_issue,payment_issue,0.9961517092704565
new {{Account Type}} account for wife,create_account,create_account,0.9955392090031082
switching to {{Account Category}} account,switch_account,switch_account,0.9945456099617744
is it possible to place a goddamn order from {{Delivery Country}},delivery_options,delivery_options,0.9907071765729478
I want to know about modifying the delivery address,change_shipping_address,change_shipping_address,0.9973323033346931
I need assistance to check when will my article arrive,delivery_period,delivery_period,0.9937910213591312
deliveries to {{Delivery City}},delivery_options,delivery_options,0.9951307782679676
can i place an oeder from {{Delivery City}},delivery_options,delivery_options,0.9947009918904355
how can I report a trouble with online payment?,payment_issue,payment_issue,0.9958032546761949
i do not know what i have to do to request refunds of money,get_refund,get_refund,0.9937846032044787
i try to reoprt issues with sign-up,registration_problems,registration_problems,0.9950105188307994
there is an issue setting up a shipping address,set_up_shipping_address,set_up_shipping_address,0.9954564448900168
open pro cacount for wife,create_account,create_account,0.9939431155064539
help me check when my fucking package is going to arrive,delivery_period,delivery_period,0.9926511255942124
I want assistance checking the available payment options,check_payment_methods,check_payment_methods,0.9950392820018207
want assistance checking how soon can i expect the delivery,delivery_period,delivery_period,0.9948948456091339
wanna check how soon can i expect my article,delivery_period,delivery_period,0.9945680767312565
help checking in which situations can i ask to be erimbursed,check_refund_policy,check_refund_policy,0.9939136776730102
tell me about cancel my company newsletter subscription,newsletter_subscription,newsletter_subscription,0.9968123018086542
check order {{Order Number}} current status,track_order,track_order,0.996770536063465
"I can't afford order {{Order Number}}, I need help to cancel it",cancel_order,cancel_order,0.9956824559515418
edit info on {{Account Category}} accunt,edit_account,edit_account,0.9961119307878361
help me download the invoice #12588,get_invoice,get_invoice,0.9959552828775683
"the shipping address has changed, can you correct it?",change_shipping_address,change_shipping_address,0.9964773595698307
help me checking the ETA of purchase {{Order Number}},track_order,track_order,0.996783523602912
I have errors signing up,registration_problems,registration_problems,0.9902864066314784
is it possible to chat with a human  agent?,contact_human_agent,contact_human_agent,0.9919305583124255
checking invoice #85632,check_invoice,check_invoice,0.9936922169911927
I want assistance downloading boll #37777,get_invoice,get_invoice,0.99237473443707
i dont know what i need to do to chat with an agent,contact_human_agent,contact_human_agent,0.9908254818748986
I have to report signup errors,registration_problems,registration_problems,0.9954077867922226
show me ETA of purchase {{Order Number}},track_order,track_order,0.9885321047012091
can you help me to restore the pass of my account?,recover_password,recover_password,0.9956048338321896
I need assistance seeing what payment options are allowed,check_payment_methods,check_payment_methods,0.9951012735763086
need help canging to the {{Account Category}} account,switch_account,switch_account,0.987803258145742
i need help requesting rebates of money,get_refund,get_refund,0.9958291214034785
help me listing your available payment methods,check_payment_methods,check_payment_methods,0.9954250368426892
information about updating the shipping address,change_shipping_address,change_shipping_address,0.9961903811778686
help to get my invoices from {{Person Name}},get_invoice,get_invoice,0.995810839322551
where can i shop some articles,place_order,place_order,0.993927653459726
shiping to {{Delivery City}},delivery_options,delivery_options,0.9938288439653697
editing {{Account Type}}  account,edit_account,edit_account,0.9887971922486476
want assistance to fid my invoice from {{Person Name}},check_invoice,check_invoice,0.9300141068164808
i dont know what i need to do to close the {{Account Category}} account,delete_account,delete_account,0.9918131941079286
find my bilps from {{Person Name}},check_invoice,check_invoice,0.9948255742411204
where to see purchase {{Order Number}} status?,track_order,track_order,0.9972029867170148
is it possible to place an order from {{Delivery Country}},delivery_options,delivery_options,0.9931471798929165
help checking in which situations can I ask for a refund,check_refund_policy,check_refund_policy,0.9952939079882045
I have an issue submitting the secondray delivery address,set_up_shipping_address,set_up_shipping_address,0.9963973512611051
i want assistance reporting a problem with payment,payment_issue,payment_issue,0.9949085246487345
there are troubles setting up another shipping address,set_up_shipping_address,set_up_shipping_address,0.9951702444763537
i have to recover my avcount pin code,recover_password,recover_password,0.9962655103555232
I want help to check in which cases can I ask for refunds,check_refund_policy,check_refund_policy,0.9949677072995858
i want help changing to the gold account,switch_account,switch_account,0.9935412641421851
can i write a review for ur company,review,review,0.9945780578760647
"I want to send my feedback, I need assistance",review,review,0.992716059572201
i dont understand a word ya say how to chat with a person,contact_human_agent,contact_human_agent,0.9921043240838378
check in which cases can i request refunds,check_refund_policy,check_refund_policy,0.9959971982378804
I want to know about a bloody shipping address modification,change_shipping_address,change_shipping_address,0.9941220816715729
i want help to see at what time i can reach customer service,contact_customer_service,contact_customer_service,0.9944447362991422
assistance recovering the access key of my user profile,recover_password,recover_password,0.9956853094045081
where do I order an article?,place_order,place_order,0.9931473916144453
hep using the {{Account Category}} profile,switch_account,switch_account,0.9962460795165086
I expect a refund of {{Currency Symbol}}{{Refund Amount}},track_refund,track_refund,0.9951928577023922
i have a issue entering my secondary delivery address,set_up_shipping_address,set_up_shipping_address,0.9960834176335526
assistance to file a reclamation against your business,complaint,complaint,0.9952350459192418
check invoice from {{Person Name}},check_invoice,check_invoice,0.9941367364948936
see my bills from {{Person Name}},check_invoice,check_invoice,0.99098900656782
talk to person,contact_human_agent,contact_human_agent,0.993893830523564
Iwant assistance canceling order {{Order Number}},cancel_order,cancel_order,0.9956602062425813
I want assistance to notify of an error with sign-up,registration_problems,registration_problems,0.9947793347255233
what do i need to do to swigch to the standard account,switch_account,switch_account,0.9900278950581797
I need help to check when my purchase is going to arive,delivery_period,delivery_period,0.993367320154462
help me see the status of purchase {{Order Number}},track_order,track_order,0.9959839122962623
i need help to talk to someone,contact_human_agent,contact_human_agent,0.9931904613073982
can ya help me speaking with an assistant,contact_human_agent,contact_human_agent,0.9921215146333245
i dont know wha to do to check the status of order {{Order Number}},track_order,track_order,0.99667816146642
correcting information on freemium account,edit_account,edit_account,0.9946949790470905
I want assistance to switch to the {{Account Category}} account,switch_account,switch_account,0.9958583896930052
I need assistance to earn an item,place_order,place_order,0.9920683927461672
can ya show me at what time customer service available is,contact_customer_service,contact_customer_service,0.9931099106921258
"I need to see the cancellation penalties, will you help me?",check_cancellation_fee,check_cancellation_fee,0.9929285453309968
wanna lodge a consumer reclamation against ur company,complaint,complaint,0.9951676209283468
could you help me seeing how soon can I expect the product ?,delivery_period,delivery_period,0.9921892652397867
where can I cancel my subscription to the newsletter?,newsletter_subscription,newsletter_subscription,0.997413709096579
where to see hwen my delivery is going to arrive?,delivery_period,delivery_period,0.9936185807572753
I need assistance to edit the personal details,edit_account,edit_account,0.9935173287756397
i do not know what i have to do to close the {{Account Category}} accont,delete_account,delete_account,0.9925238985115369
I need assistance to switch to a new account,switch_account,switch_account,0.9773243044322006
I have to acquire some of your article,place_order,place_order,0.9951943898772603
help me to check what hours i can call customerr service,contact_customer_service,contact_customer_service,0.9944547905059485
mail me bill #37777,get_invoice,get_invoice,0.9947424299850903
notifying of problems creating user account,registration_problems,registration_problems,0.9921102777186844
close pro account,delete_account,delete_account,0.9955008778016974
assistance to list the payment options,check_payment_methods,check_payment_methods,0.9967992273325592
